Annotation Cluster 1	EnrichmentScore:11.297259655663462
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0032395~MHC class II receptor activity	8	38.095238095238095	5.020876992468409e-19	ENSG00000204257, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000196735, ENSG00000237541	20	13	18913	581.9384615384615	3.213361275179782e-17	1.606680637589891e-17	1.6066806375898909e-15
GOTERM_BP_DIRECT	GO:0050870~positive regulation of T cell activation	9	42.857142857142854	2.7698899020327636e-18	ENSG00000204257, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000237541	20	34	19357	256.1955882352941	4.0717381559881625e-16	6.786230259980271e-17	5.9552632893704415e-15
UP_SEQ_FEATURE	DOMAIN:Ig-like C1-type	9	42.857142857142854	7.349894112156402e-18	ENSG00000204257, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000237541	20	40	20516	230.805	7.055898347670146e-16	7.055898347670146e-16	7.055898347670145e-14
GOTERM_CC_DIRECT	GO:0030658~transport vesicle membrane	9	42.857142857142854	1.0961676062586551e-17	ENSG00000019582, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000237541	20	42	20587	220.575	6.796239158803662e-16	1.6990597897009154e-16	1.2879969373539198e-14
INTERPRO	IPR011162:MHC classes I/II-like antigen recognition protein	9	42.857142857142854	3.023826707364468e-17	ENSG00000204257, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000237541	19	47	19139	192.8902575587906	1.2700072170930768e-15	6.350036085465384e-16	6.350036085465384e-14
KEGG_PATHWAY	hsa05310:Asthma	9	42.857142857142854	4.587884191116178e-17	ENSG00000204257, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000237541	15	31	8205	158.80645161290323	4.725520716849664e-15	4.725520716849664e-15	4.1749746139157226e-13
GOTERM_CC_DIRECT	GO:0012507~ER to Golgi transport vesicle membrane	9	42.857142857142854	1.5223414410536185e-16	ENSG00000019582, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000237541	20	57	20587	162.52894736842106	6.8833827526759706e-15	1.887703386906487e-15	1.4310009545904014e-13
KEGG_PATHWAY	hsa05330:Allograft rejection	9	42.857142857142854	2.829517284447623e-16	ENSG00000204257, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000237541	15	38	8205	129.55263157894737	3.430589146091734e-14	1.435012464633956e-14	1.2678265464241746e-12
KEGG_PATHWAY	hsa05140:Leishmaniasis	10	47.61904761904761	6.699237702544634e-16	ENSG00000204257, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000166501, ENSG00000196735, ENSG00000237541	15	77	8205	71.03896103896103	6.861178292183467e-14	1.435012464633956e-14	1.2678265464241746e-12
KEGG_PATHWAY	hsa05332:Graft-versus-host disease	9	42.857142857142854	6.809082905241141e-16	ENSG00000204257, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000237541	15	42	8205	117.21428571428571	6.861178292183467e-14	1.435012464633956e-14	1.2678265464241746e-12
KEGG_PATHWAY	hsa04612:Antigen processing and presentation	10	47.61904761904761	7.568392696958838e-16	ENSG00000019582, ENSG00000204257, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000237541	15	78	8205	70.12820512820512	8.004708007547379e-14	1.435012464633956e-14	1.2678265464241746e-12
INTERPRO	IPR003006:Immunoglobulin/major histocompatibility complex, conserved site	9	42.857142857142854	7.948189777066618e-16	ENSG00000204257, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000237541	19	69	19139	131.38901601830665	3.26405569239796e-14	1.1127465687893264e-14	1.1127465687893263e-12
KEGG_PATHWAY	hsa04940:Type I diabetes mellitus	9	42.857142857142854	8.359295910489065e-16	ENSG00000204257, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000237541	15	43	8205	114.48837209302326	9.14823772291129e-14	1.435012464633956e-14	1.2678265464241746e-12
GOTERM_CC_DIRECT	GO:0030669~clathrin-coated endocytic vesicle membrane	9	42.857142857142854	8.636847838881451e-16	ENSG00000019582, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000237541	20	70	20587	132.345	5.5067062021407764e-14	8.616557921983695e-15	6.531906811826349e-13
GOTERM_CC_DIRECT	GO:0030666~endocytic vesicle membrane	9	42.857142857142854	9.728371847400946e-16	ENSG00000019582, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000237541	20	71	20587	130.48098591549297	6.195044477408373e-14	8.616557921983695e-15	6.531906811826349e-13
INTERPRO	IPR003597:Immunoglobulin C1-set	9	42.857142857142854	1.9918299307911445e-15	ENSG00000204257, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000237541	19	77	19139	117.73820915926179	8.393286066166183e-14	2.0914214273307018e-14	2.0914214273307017e-12
KEGG_PATHWAY	hsa04672:Intestinal immune network for IgA production	9	42.857142857142854	2.588301073304232e-15	ENSG00000204257, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000237541	15	49	8205	100.46938775510203	2.630118345336996e-13	3.808500150719084e-14	3.3647913952955014e-12
KEGG_PATHWAY	hsa05320:Autoimmune thyroid disease	9	42.857142857142854	5.071922176616107e-15	ENSG00000204257, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000237541	15	53	8205	92.88679245283019	5.260236690673992e-13	6.530099802393238e-14	5.769311475900822e-12
INTERPRO	IPR001003:MHC class II, alpha chain, N-terminal	6	28.57142857142857	8.400794642369384e-15	ENSG00000204257, ENSG00000223865, ENSG00000231389, ENSG00000204287, ENSG00000196735, ENSG00000237541	19	7	19139	863.4135338345864	3.5438318946034997e-13	7.056667499590283e-14	7.056667499590283e-12
SMART	SM00407:IGc1	9	42.857142857142854	1.323864887744513e-14	ENSG00000204257, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000237541	15	74	10374	84.11351351351351	1.5853984791647235e-13	1.5886378652934155e-13	1.5886378652934156e-11
KEGG_PATHWAY	hsa05416:Viral myocarditis	9	42.857142857142854	1.4677262137611826e-14	ENSG00000204257, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000237541	15	60	8205	82.05	1.5094592242803628e-12	1.6797311113044646e-13	1.4840342828029734e-11
GOTERM_CC_DIRECT	GO:0032588~trans-Golgi network membrane	9	42.857142857142854	2.3250127451829605e-14	ENSG00000019582, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000237541	20	104	20587	89.07836538461538	1.4386269953092778e-12	1.8018848775167944e-13	1.3659449877949892e-11
KEGG_PATHWAY	hsa05321:Inflammatory bowel disease	9	42.857142857142854	2.87400807618521e-14	ENSG00000204257, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000237541	15	65	8205	75.73846153846154	2.96174196279253e-12	2.9602283184707663e-13	2.6153473493285407e-11
SMART	SM00920:SM00920	6	28.57142857142857	4.1956361540233895e-14	ENSG00000204257, ENSG00000223865, ENSG00000231389, ENSG00000204287, ENSG00000196735, ENSG00000237541	15	7	10374	592.8000000000001	5.03597163969971e-13	2.517381692414034e-13	2.517381692414034e-11
KEGG_PATHWAY	hsa05322:Systemic lupus erythematosus	10	47.61904761904761	1.3512750963377049e-13	ENSG00000204257, ENSG00000180573, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000237541	15	136	8205	40.220588235294116	1.39167566359788e-11	1.2652848629343963e-12	1.1178730342430105e-10
KEGG_PATHWAY	hsa04658:Th1 and Th2 cell differentiation	9	42.857142857142854	5.210894760343323e-13	ENSG00000204257, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000237541	15	92	8205	53.51086956521739	5.3677284839181993e-11	4.4726846692946855e-12	3.951595193260353e-10
KEGG_PATHWAY	hsa05323:Rheumatoid arthritis	9	42.857142857142854	5.698241381179144e-13	ENSG00000204257, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000237541	15	93	8205	52.93548387096774	5.869738028962956e-11	4.5147604789342446e-12	3.9887689668254006e-10
UP_SEQ_FEATURE	REGION:Connecting peptide	7	33.33333333333333	7.113176780455588e-13	ENSG00000204257, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000204287, ENSG00000196735, ENSG00000237541	20	38	20516	188.96315789473684	6.828670962022443e-11	3.414324854618682e-11	3.4143248546186822e-09
KEGG_PATHWAY	hsa05150:Staphylococcus aureus infection	9	42.857142857142854	7.404217431403967e-13	ENSG00000204257, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000237541	15	96	8205	51.28124999999999	7.626199671761924e-11	5.447388538818632e-12	4.812741330412578e-10
KEGG_PATHWAY	hsa04640:Hematopoietic cell lineage	9	42.857142857142854	9.54076442561387e-13	ENSG00000204257, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000237541	15	99	8205	49.72727272727273	9.827494373837453e-11	6.55132490558819e-12	5.788063751539081e-10
KEGG_PATHWAY	hsa05164:Influenza A	10	47.61904761904761	1.1007412161927842e-12	ENSG00000204257, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000166501, ENSG00000196735, ENSG00000237541	15	171	8205	31.98830409356725	1.133809712783318e-10	7.086021579241048e-12	6.26046566709646e-10
GOTERM_MF_DIRECT	GO:0042605~peptide antigen binding	7	33.33333333333333	1.366817719730886e-12	ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000196735	20	39	18913	169.73205128205126	8.747491619942593e-11	2.915877802092557e-11	2.9158778020925566e-09
KEGG_PATHWAY	hsa05152:Tuberculosis	10	47.61904761904761	1.7566944426810662e-12	ENSG00000019582, ENSG00000204257, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000237541	15	180	8205	30.38888888888889	1.8094070686203167e-10	1.064350162330293e-11	9.40348201670453e-10
KEGG_PATHWAY	hsa04659:Th17 cell differentiation	9	42.857142857142854	1.950222786005382e-12	ENSG00000204257, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000237541	15	108	8205	45.583333333333336	2.0087242980082465e-10	1.115960816436413e-11	9.859459640360544e-10
UP_SEQ_FEATURE	DOMAIN:MHC class II alpha chain N-terminal	5	23.809523809523807	2.624573150650158e-12	ENSG00000204257, ENSG00000231389, ENSG00000204287, ENSG00000196735, ENSG00000237541	20	5	20516	1025.8	2.5195845410053153e-10	8.398634082080506e-11	8.398634082080506e-09
KEGG_PATHWAY	hsa05145:Toxoplasmosis	9	42.857142857142854	2.6273168765506627e-12	ENSG00000204257, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000237541	15	112	8205	43.95535714285714	2.706163071408696e-10	1.4242823067616752e-11	1.2583465040321595e-09
KEGG_PATHWAY	hsa05169:Epstein-Barr virus infection	10	47.61904761904761	5.009756750944608e-12	ENSG00000095585, ENSG00000204257, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000237541	15	202	8205	27.07920792079208	5.160063487608113e-10	2.5800247267364734e-11	2.2794393216797966e-09
GOTERM_CC_DIRECT	GO:0005765~lysosomal membrane	10	47.61904761904761	1.7352587898382362e-11	ENSG00000019582, ENSG00000204257, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000237541	20	379	20587	27.15963060686016	1.0758589574777488e-09	1.1954004996663407e-10	9.061907013599677e-09
UP_KW_BIOLOGICAL_PROCESS	KW-1064~Adaptive immunity	11	52.38095238095239	1.7746758108168343e-11	ENSG00000019582, ENSG00000204257, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000166501, ENSG00000196735, ENSG00000237541	15	486	11248	16.972290809327845	1.952148442896373e-10	1.9521433918985177e-10	1.952143391898518e-08
KEGG_PATHWAY	hsa04145:Phagosome	9	42.857142857142854	3.153589737478924e-11	ENSG00000204257, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000237541	15	152	8205	32.38815789473684	3.24819615649119e-09	1.5467606807634723e-10	1.3665555529075336e-08
GOTERM_CC_DIRECT	GO:0010008~endosome membrane	9	42.857142857142854	3.6625448693747096e-11	ENSG00000204257, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000237541	20	258	20587	35.907558139534885	2.270779786428534e-09	2.27077781901232e-10	1.7213960886061137e-08
KEGG_PATHWAY	hsa04514:Cell adhesion molecules	9	42.857142857142854	4.096872020568311e-11	ENSG00000204257, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000237541	15	157	8205	31.356687898089174	4.21977330855583e-09	1.918080991447891e-10	1.694615244871438e-08
UP_KW_CELLULAR_COMPONENT	KW-0458~Lysosome	10	47.61904761904761	7.894896104229907e-11	ENSG00000019582, ENSG00000204257, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000237541	20	386	17662	22.878238341968913	1.1052854187454386e-09	5.526427272960934e-10	5.5264272729609344e-08
GOTERM_BP_DIRECT	GO:0002250~adaptive immune response	10	47.61904761904761	1.3497885822640808e-10	ENSG00000204257, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000166501, ENSG00000196735, ENSG00000237541	20	449	19357	21.555679287305125	1.9841884246751817e-08	2.8345560227545696e-09	2.4874675301723773e-07
UP_KW_BIOLOGICAL_PROCESS	KW-0391~Immunity	12	57.14285714285714	2.9271516031815806e-10	ENSG00000019582, ENSG00000204257, ENSG00000118308, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000166501, ENSG00000196735, ENSG00000237541	15	918	11248	9.802178649237474	3.2198670396610396e-09	1.6099333817498694e-09	1.6099333817498695e-07
GOTERM_BP_DIRECT	GO:0006955~immune response	10	47.61904761904761	3.317170587296332e-10	ENSG00000019582, ENSG00000204257, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000237541	20	497	19357	19.473843058350102	4.8762412219183204e-08	6.0953009541570095e-09	5.348937572015335e-07
KEGG_PATHWAY	hsa05166:Human T-cell leukemia virus 1 infection	9	42.857142857142854	6.617225685004068e-10	ENSG00000204257, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000237541	15	222	8205	22.175675675675674	6.815742192856078e-08	2.963366285023561e-09	2.618119727545087e-07
UP_SEQ_FEATURE	REGION:Alpha-1	5	23.809523809523807	9.492325285981257e-10	ENSG00000204257, ENSG00000231389, ENSG00000204287, ENSG00000196735, ENSG00000237541	20	16	20516	320.5625	9.1126323709112e-08	1.8225264549084013e-08	1.8225264549084013e-06
UP_SEQ_FEATURE	REGION:Alpha-2	5	23.809523809523807	9.492325285981257e-10	ENSG00000204257, ENSG00000231389, ENSG00000204287, ENSG00000196735, ENSG00000237541	20	16	20516	320.5625	9.1126323709112e-08	1.8225264549084013e-08	1.8225264549084013e-06
UP_KW_CELLULAR_COMPONENT	KW-0967~Endosome	10	47.61904761904761	8.656344900354853e-09	ENSG00000019582, ENSG00000204257, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000237541	20	658	17662	13.420972644376901	1.211888213115131e-07	4.039627620165598e-08	4.039627620165598e-06
KEGG_PATHWAY	hsa05168:Herpes simplex virus 1 infection	10	47.61904761904761	2.023624350971271e-08	ENSG00000019582, ENSG00000204257, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000237541	15	512	8205	10.68359375	2.084330925078426e-06	8.684721172918373e-08	7.672908997432737e-06
GOTERM_CC_DIRECT	GO:0000139~Golgi membrane	9	42.857142857142854	6.565663312905345e-08	ENSG00000019582, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000237541	20	669	20587	13.847757847533632	4.0707031023767826e-06	3.7006465945466487e-07	2.8053288700595562e-05
UP_SEQ_FEATURE	DOMAIN:Ig-like	9	42.857142857142854	6.66479702438385e-08	ENSG00000204257, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000237541	20	668	20516	13.82065868263473	6.398184889122582e-06	7.99775642926062e-07	7.99775642926062e-05
INTERPRO	IPR007110:Immunoglobulin-like domain	9	42.857142857142854	1.8869235906030415e-07	ENSG00000204257, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000237541	19	763	19139	11.881837621576878	7.92504842528352e-06	1.320846513422129e-06	0.0001320846513422129
INTERPRO	IPR013783:Immunoglobulin-like fold	9	42.857142857142854	3.1951707491162866e-06	ENSG00000204257, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000237541	19	1108	19139	8.182167965038952	0.00013418838178735903	1.6774646432860503e-05	0.0016774646432860503
UP_KW_CELLULAR_COMPONENT	KW-0256~Endoplasmic reticulum	10	47.61904761904761	3.4789530618291817e-06	ENSG00000019582, ENSG00000118308, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000237541	20	1329	17662	6.64484574868322	4.870424149783226e-05	1.2176335716402137e-05	0.0012176335716402138
GOTERM_CC_DIRECT	GO:0009986~cell surface	7	33.33333333333333	1.6479796923092325e-05	ENSG00000019582, ENSG00000204257, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287	20	637	20587	11.311538461538461	0.0010212340136704912	8.514561743597702e-05	0.00645458712821116
GOTERM_CC_DIRECT	GO:0005886~plasma membrane	14	66.66666666666666	0.00012345580178983718	ENSG00000019582, ENSG00000095585, ENSG00000179344, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000184293, ENSG00000118308, ENSG00000223865, ENSG00000231389, ENSG00000127920, ENSG00000166501, ENSG00000237541	20	5334	20587	2.701706036745407	0.007625509380386308	0.0005887892085361465	0.04463402064709498
UP_SEQ_FEATURE	TOPO_DOM:Cytoplasmic	12	57.14285714285714	0.00016014704171994946	ENSG00000019582, ENSG00000184293, ENSG00000204257, ENSG00000118308, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000237541	20	3826	20516	3.217354939884997	0.015257750016054006	0.0015374116005115147	0.15374116005115146
UP_KW_CELLULAR_COMPONENT	KW-0333~Golgi apparatus	7	33.33333333333333	0.0003693780932365031	ENSG00000019582, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000198502, ENSG00000196735, ENSG00000237541	20	958	17662	6.452713987473904	0.005158895575571476	0.0010342586610622086	0.10342586610622086
UP_SEQ_FEATURE	TOPO_DOM:Extracellular	10	47.61904761904761	0.0005803276703265209	ENSG00000019582, ENSG00000184293, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000237541	20	2931	20516	3.499829409757762	0.05420329070271046	0.005064677850122364	0.5064677850122364
UP_KW_CELLULAR_COMPONENT	KW-1003~Cell membrane	12	57.14285714285714	0.0007651491110837273	ENSG00000019582, ENSG00000095585, ENSG00000184293, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000127920, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000237541	20	3904	17662	2.714446721311475	0.010658974031902746	0.0017853479258620306	0.17853479258620306
UP_SEQ_FEATURE	CARBOHYD:N-linked (GlcNAc...) asparagine	11	52.38095238095239	0.002624165764004235	ENSG00000019582, ENSG00000184293, ENSG00000204257, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000237541	20	4376	20516	2.578564899451554	0.22295035117301254	0.01937845487264666	1.937845487264666
GOTERM_CC_DIRECT	GO:0016021~integral component of membrane	12	57.14285714285714	0.003417298136159548	ENSG00000019582, ENSG00000184293, ENSG00000204257, ENSG00000118308, ENSG00000223865, ENSG00000179344, ENSG00000231389, ENSG00000196126, ENSG00000204287, ENSG00000198502, ENSG00000196735, ENSG00000237541	20	5395	20587	2.289564411492122	0.19122565129382207	0.014124832296126133	1.0707534159966585
